director_name,imdb_score,movie_facebook_likes
George Armitage,7.4,0
Jean-Jacques Annaud,7.4,0
Julie Taymor,7.4,0
Darren Lynn Bousman,7.4,707
Adam Shankman,7.4,19000
David Silverman,7.4,0
Ham Tran,7.4,100
Tim Burton,7.4,0
Noah Baumbach,7.4,0
Zack Snyder,7.4,7000
John Ford,7.4,721
Ethan Coen,7.4,26000
Tobe Hooper,7.4,11000
Patricia Riggen,7.4,0
Sydney Pollack,7.4,0
Rian Johnson,7.4,75000
Jason Reitman,7.4,19000
Eric Lartigau,7.4,0
Chris Columbus,7.4,0
Michael Bay,7.4,51000
Bryan Singer,7.4,0
Simon Napier-Bell,7.4,0
,7.4,0.0
John Dahl,7.4,0
Steven Spielberg,7.4,71000
Michael Dowse,7.4,0
Mira Nair,7.4,0
Kevin Smith,7.4,10000
Pawel Pawlikowski,7.4,17000
Michael O. Sajbel,7.4,0
Nick Cassavetes,7.4,15000
Joel Schumacher,7.4,0
Wolfgang Petersen,7.4,21000
Christopher McQuarrie,7.4,47000
James Ivory,7.4,0
Kirk Jones,7.4,0
Kenneth Branagh,7.4,0
Rohit Jagessar,7.4,32
Alejandro Monteverde,7.4,0
Michel Orion Scott,7.4,0
Dan Curtis,7.4,515
Frank Oz,7.4,0
,7.4,64.0
John Carney,7.4,43000
Richard Attenborough,7.4,0
Chris Marker,7.4,44
Philip Kaufman,7.4,0
Todd Haynes,7.4,0
Bruce Beresford,7.4,3000
James Algar,7.4,0
John Woo,7.4,0
F. Gary Gray,7.4,21000
Jean-Luc Godard,7.4,187
Daniel Davila,7.4,18
Robert Zemeckis,7.4,15000
Kathryn Bigelow,7.4,39000
Milos Forman,7.4,0
David Lynch,7.4,0
Brian De Palma,7.4,2000
Paul Haggis,7.4,27000
,7.4,367.0
Marco Kreuzpaintner,7.4,442
Richard Eyre,7.4,0
Anthony Minghella,7.4,0
Tobe Hooper,7.4,11000
Brad Bird,7.4,35000
Carroll Ballard,7.4,0
John Boorman,7.4,3000
Scandar Copti,7.4,0
Doug Liman,7.4,0
Goran Dukic,7.4,11000
David Lean,7.4,845
Richard Attenborough,7.4,2000
Noah Baumbach,7.4,11000
Bruce Beresford,7.4,0
Bill Benenson,7.4,5
Chris Atkins,7.4,203
Craig Brewer,7.4,0
Carroll Ballard,7.3,0
Niki Caro,7.3,0
Cédric Klapisch,7.3,0
Lasse Hallström,7.3,18000
Stephen Frears,7.3,0
Patrice Leconte,7.3,186
John Carpenter,7.3,19000
Gillian Armstrong,7.3,0
Alan Parker,7.3,0
Don Bluth,7.3,5000
James Mangold,7.3,11000
Richard J. Lewis,7.3,0
Costa-Gavras,7.3,0
David Cronenberg,7.3,0
Derek Cianfrance,7.3,47000
John Michael McDonagh,7.3,17000
Gus Van Sant,7.3,0
John Wells,7.3,30000
Barry Levinson,7.3,0
Theodore Melfi,7.3,33000
Roger Donaldson,7.3,0
Olivier Assayas,7.3,0
Robert Rodriguez,7.3,12000
Denzel Washington,7.3,0
Paul Thomas Anderson,7.3,0
David O. Russell,7.3,63000
Joel Coen,7.3,0
Stephen J. Anderson,7.3,0
Martin Scorsese,7.3,0
Hans Petter Moland,7.3,260
Steve McQueen,7.3,23000
Michael Ritchie,7.3,0
Doug Liman,7.3,0
Scott Cooper,7.3,0
Alexander Payne,7.3,0
Alexander Payne,7.3,22000
Vipul Amrutlal Shah,7.3,341
Max Färberböck,7.3,687
Lasse Hallström,7.3,55000
Clint Eastwood,7.3,0
Guy Ritchie,7.3,12000
Sergey Bodrov,7.3,0
Laurent Tirard,7.3,815
Mike Nichols,7.3,12000
Tony Gilroy,7.3,0
Woody Allen,7.3,36000
Duke Johnson,7.3,0
Mike Leigh,7.3,0
Gary Fleder,7.3,0
Robert Altman,7.3,0
Rick Famuyiwa,7.3,23000
Lee Daniels,7.3,12000
David Oelhoffen,7.3,2000
Lone Scherfig,7.3,12000
Baz Luhrmann,7.3,115000
Larry Charles,7.3,0
Danny Boyle,7.3,15000
Maïwenn,7.3,0
Ole Christian Madsen,7.3,0
Anthony Minghella,7.3,0
Penny Marshall,7.3,0
,7.3,0.0
Frank Marshall,7.3,11000
Gina Prince-Bythewood,7.3,0
John Hillcoat,7.3,32000
Bill Paxton,7.3,5000
Simon Curtis,7.3,34000
Christopher Guest,7.3,0
Martin Brest,7.3,0
Lee Daniels,7.3,12000
Gaspar Noé,7.3,23000
Sergey Bondarchuk,7.3,690
John Madden,7.3,48000
Leonard Nimoy,7.3,0
Robert Zemeckis,7.3,64000
Ferzan Ozpetek,7.3,0
David Lowery,7.3,21000
Stephen Herek,7.3,0
Brad Furman,7.3,25000
James Mangold,7.3,0
Peter Farrelly,7.3,0
Werner Herzog,7.3,0
Victor Salva,7.3,0
Darren Aronofsky,7.3,23000
Dan O'Bannon,7.3,0
Stephen Chow,7.3,0
Dan Harris,7.3,345
Jee-woon Kim,7.3,0
Jean-Marc Vallée,7.3,0
Gregory Hoblit,7.3,0
Dan Trachtenberg,7.3,33000
Steven Spielberg,7.3,16000
Tony Scott,7.3,0
Vincenzo Natali,7.3,11000
Wes Anderson,7.3,0
Charles Herman-Wurmfeld,7.3,337
Jeff Nichols,7.3,773
Robert Sarkies,7.3,285
Gary Ross,7.3,0
F. Gary Gray,7.3,8000
Sam Peckinpah,7.3,357
Brian Dorton,7.3,52
Jerry Rees,7.3,0
Fatih Akin,7.3,0
Bob Giraldi,7.3,495
,7.3,405.0
Johnnie To,7.3,528
Sam Raimi,7.3,5000
Peter Ramsey,7.3,25000
Guy Hamilton,7.3,32
John Frankenheimer,7.3,0
Rob Marshall,7.3,0
,7.3,43.0
Jennifer Yuh Nelson,7.3,20000
Paul Crowder,7.3,587
,7.3,0.0
Gary Ross,7.3,140000
Mike Cahill,7.3,32000
Robinson Devor,7.3,73
,7.3,1000.0
Tom McGrath,7.3,13000
Tony Scott,7.3,0
Cameron Crowe,7.3,0
Eytan Fox,7.3,0
Jacob Aaron Estes,7.3,1000
Oliver Stone,7.3,816
Maggie Greenwald,7.3,0
Steven Soderbergh,7.3,0
Benh Zeitlin,7.3,31000
Mark Dindal,7.3,0
Michael Polish,7.3,180
Kenny Ortega,7.3,0
John Carpenter,7.3,27000
Kirk De Micco,7.3,28000
Richard Ayoade,7.3,17000
Jorge R. Gutiérrez,7.3,18000
Jonathan Glazer,7.3,0
David Mamet,7.3,578
Billy Wilder,7.3,661
Dan O'Bannon,7.3,0
Alan Jacobs,7.3,237
Barry Sonnenfeld,7.3,0
F. Gary Gray,7.3,3000
Yorgos Lanthimos,7.3,13000
Ben Stiller,7.3,70000
Neil Jordan,7.3,0
Christopher Morris,7.3,17000
Justin Lin,7.3,54000
Kevin Smith,7.3,0
Brad Furman,7.3,0
Nicholas Fackler,7.3,777
Stephen Kijak,7.3,808
Dan Scanlon,7.3,44000
Patty Jenkins,7.3,0
Sam Mendes,7.3,0
Dean Parisot,7.3,19000
Guy Ritchie,7.3,43000
Morgan Spurlock,7.3,0
George Miller,7.3,0
James Algar,7.3,607
Andrea Arnold,7.3,0
Woody Allen,7.3,0
Bryan Singer,7.3,54000
Terence Young,7.3,5000
Andrew Leman,7.3,0
Clint Eastwood,7.3,112000
Baz Luhrmann,7.3,115000
Roger Donaldson,7.3,0
Gavin Hood,7.3,0
,7.3,533.0
Neil LaBute,7.3,489
Sam Raimi,7.3,0
Kasi Lemmons,7.3,599
Richard Donner,7.3,0
Peter Chelsom,7.3,0
Duncan Jones,7.3,89000
Louis Leterrier,7.3,105000
Stanley Kubrick,7.3,10000
,7.3,632.0
Yimou Zhang,7.3,0
Gore Verbinski,7.3,5000
Frank Capra,7.3,612
Jeannot Szwarc,7.3,0
John Woo,7.3,11000
Michael Burke,7.2,396
Robert Rodriguez,7.2,0
John Lasseter,7.2,0
Brian Gibson,7.2,0
Daniel Barber,7.2,0
Nacho Vigalondo,7.2,0
Mervyn LeRoy,7.2,1000
Randall Wallace,7.2,0
Pierre Morel,7.2,0
Neil Marshall,7.2,10000
Mark Romanek,7.2,33000
Gabor Csupo,7.2,6000
James Cameron,7.2,0
Adam McKay,7.2,0
Adam Brooks,7.2,0
John G. Avildsen,7.2,0
François Truffaut,7.2,278
Paul Verhoeven,7.2,0
Laurent Tirard,7.2,0
Gina Prince-Bythewood,7.2,0
Joel Schumacher,7.2,19000
U. Roberto Romano,7.2,88
Thomas Lilti,7.2,36
Steven Soderbergh,7.2,2000
Steve Martino,7.2,33000
Brett Ratner,7.2,0
Ryan Fleck,7.2,0
Woo-Suk Kang,7.2,387
Peter Jackson,7.2,0
Michael Cuesta,7.2,420
Tom Sanchez,7.2,75
Steve Buscemi,7.2,872
Alfred Hitchcock,7.2,0
Mike Mills,7.2,15000
Jorge Gaggero,7.2,83
Michael Landon Jr.,7.2,76
Martin McDonagh,7.2,52000
Mikel Rueda,7.2,68
,7.2,581.0
John Madden,7.2,0
Anthony Minghella,7.2,0
Nigel Cole,7.2,0
Anna Boden,7.2,20000
Peter Cattaneo,7.2,0
Tamara Jenkins,7.2,0
Gil Junger,7.2,10000
Frank Darabont,7.2,20000
Don Coscarelli,7.2,0
Stephen Daldry,7.2,0
Nicholas Meyer,7.2,0
Dean DeBlois,7.2,0
Marc Levin,7.2,603
Wilson Yip,7.2,12000
M. Night Shyamalan,7.2,0
Joe Dante,7.2,14000
Antoine Fuqua,7.2,56000
Richard Dutcher,7.2,100
Courtney Hunt,7.2,0
Paul King,7.2,30000
Ben Lewin,7.2,11000
Lee Toland Krieger,7.2,34000
James Gartner,7.2,0
Joe Carnahan,7.2,1000
Peter Sollett,7.2,219
Max Mayer,7.2,0
Oliver Stone,7.2,4000
Antoine Fuqua,7.2,0
Andrew Adamson,7.2,0
Atom Egoyan,7.2,619
C. Jay Cox,7.2,0
Peter Cattaneo,7.2,0
David S. Ward,7.2,0
Takeshi Kitano,7.2,0
Roman Polanski,7.2,15000
Allan Dwan,7.2,624
Michel Gondry,7.2,635
George A. Romero,7.2,3000
Lawrence Kasdan,7.2,0
Henry Bean,7.2,0
Edward Hall,7.2,434
Martin Scorsese,7.2,0
Victor Nunez,7.2,81
Woody Allen,7.2,10000
Nadine Labaki,7.2,0
Mike Nichols,7.2,0
Sai Varadan,7.2,72
Billy Ray,7.2,0
John G. Avildsen,7.2,0
Martin Scorsese,7.2,0
Robert Fontaine,7.2,305
Francis Lawrence,7.2,11000
Xavier Beauvois,7.2,0
Mark Pellington,7.2,0
Sofia Coppola,7.2,0
Lana Wachowski,7.2,0
Penny Marshall,7.2,0
Christopher Nolan,7.2,0
Tony Kaye,7.2,26
Nadia Tass,7.2,90
Angelina Jolie Pitt,7.2,35000
Danny Boyle,7.2,23000
Wolfgang Petersen,7.2,0
David Cronenberg,7.2,0
Angelina Jolie Pitt,7.2,35000
D.J. Caruso,7.2,2000
Maurizio Benazzo,7.2,30
Nancy Meyers,7.2,54000
Nimród Antal,7.2,19000
Christopher Barnard,7.2,0
Alessandro Carloni,7.2,24000
Jaume Balagueró,7.2,0
George A. Romero,7.2,3000
John Carpenter,7.2,0
Richard Kwietniowski,7.2,0
Jean-Pierre Jeunet,7.2,0
Martin Campbell,7.2,0
Debra Granik,7.2,20000
Chris Weitz,7.2,0
Zack Snyder,7.2,118000
Matt Reeves,7.2,25000
Aki Kaurismäki,7.2,0
Douglas McGrath,7.2,0
Peter Jackson,7.2,0
Richard Fleischer,7.2,0
Kirk Jones,7.2,10000
Robert Duvall,7.2,1000
Shane Black,7.2,95000
Michael Apted,7.2,13000
Trey Parker,7.2,0
Chris Eyre,7.2,0
Hugh Hudson,7.2,0
James Wan,7.2,94000
Phil Lord,7.2,39000
,7.2,0.0
Jonathan Jakubowicz,7.2,0
Melville Shavelson,7.2,0
Mark Andrews,7.2,39000
Wes Craven,7.2,11000
John Lasseter,7.2,0
Barry Levinson,7.2,0
Thomas Carter,7.2,0
Vic Sarin,7.2,1000
Greg Marcks,7.2,0
George Tillman Jr.,7.2,0
Sydney Pollack,7.2,0
Dennis Hopper,7.2,274
Alan Alda,7.2,337
Lee Daniels,7.2,41000
Oliver Stone,7.2,0
Robert Wise,7.2,0
Todd Phillips,7.2,0
Francis Ford Coppola,7.2,10000
Mimi Leder,7.2,16000
Woody Allen,7.2,14000
Peter Kosminsky,7.2,0
Alejandro Amenábar,7.2,29000
Allen Coulter,7.2,24000
Kim Nguyen,7.2,187
Sylvester Stallone,7.2,0
Mor Loushy,7.2,111
Russell Mulcahy,7.2,0
Susanne Bier,7.2,0
Robert Towne,7.2,942
Rodrigo García,7.2,0
Jonathan Caouette,7.2,754
Jamal Hill,7.2,1000
Sam Taylor-Johnson,7.2,10000
Alexander Payne,7.2,0
Len Wiseman,7.2,0
Ol Parker,7.2,0
Richard Brooks,7.2,169
Ridley Scott,7.2,0
Nicholas Stoller,7.2,0
William Gazecki,7.2,16
Steven Spielberg,7.2,28000
R. Balki,7.2,504
Roman Polanski,7.2,21000
Rob Marshall,7.2,0
Amy Heckerling,7.2,0
Randal Kleiser,7.2,13000
Kevin Smith,7.2,0
Neil Jordan,7.2,0
Gore Verbinski,7.2,26000
Jan de Bont,7.2,0
Paul Haggis,7.2,0
Richard Williams,7.2,408
Peter Jackson,7.2,0
Carlos Saura,7.2,539
Justin Lin,7.2,661
Steven Spielberg,7.2,0
Richard Fleischer,7.2,0
Oren Moverman,7.2,0
Jason Moore,7.2,36000
Michel Leclerc,7.2,0
Jerome Elston Scott,7.2,7
Jean-Jacques Annaud,7.1,2000
Jeff Tremaine,7.1,641
Renny Harlin,7.1,0
Peter Care,7.1,677
Sam Mendes,7.1,0
Randall Wallace,7.1,5000
Jack Conway,7.1,236
Shane Meadows,7.1,224
Baltasar Kormákur,7.1,40000
Antonia Bird,7.1,0
Peter Berg,7.1,0
Robert M. Young,7.1,32
James Gray,7.1,0
Richard LaGravenese,7.1,20000
Ridley Scott,7.1,0
Walter Hill,7.1,680
Joel Edgerton,7.1,15000
Jean-Pierre Jeunet,7.1,5000
Frank Marshall,7.1,0
Woody Allen,7.1,0
Bill Condon,7.1,0
Tim Hunter,7.1,0
Ron Underwood,7.1,11000
Steven Soderbergh,7.1,29000
Shane Acker,7.1,13000
Nae Caranfil,7.1,0
Adrienne Shelly,7.1,0
McG,7.1,0
Joel Schumacher,7.1,0
Oliver Stone,7.1,915
Mike Nichols,7.1,0
Gore Verbinski,7.1,0
Jonathan Teplitzky,7.1,18000
Bobby Farrelly,7.1,0
Russell Crowe,7.1,18000
Mel Brooks,7.1,13000
Nicolas Winding Refn,7.1,22000
Zoran Lisinac,7.1,231
David Twohy,7.1,5000
George Clooney,7.1,22000
Julian Jarrold,7.1,0
István Szabó,7.1,562
Kelly Reichardt,7.1,0
Peter Hedges,7.1,0
Paul Greengrass,7.1,31000
Dany Boon,7.1,3000
Guillaume Canet,7.1,0
Richard Glatzer,7.1,426
Jeremy Saulnier,7.1,0
Roland Emmerich,7.1,4000
Steven Soderbergh,7.1,29000
Sean McNamara,7.1,15000
Shawn Levy,7.1,36000
Lee Tamahori,7.1,14000
Doug Walker,7.1,0
Henry Joost,7.1,0
Phillip Noyce,7.1,983
Stephen Frears,7.1,0
Richard Linklater,7.1,0
Richard Linklater,7.1,2000
Roger Spottiswoode,7.1,1000
Andrew Davis,7.1,0
Richard Linklater,7.1,0
Alan Taylor,7.1,63000
Jeff Tremaine,7.1,0
John Reinhardt,7.1,10
Tomas Alfredson,7.1,24000
Terry Zwigoff,7.1,10000
Sam Mendes,7.1,7000
Sara Newens,7.1,116
Michael Bay,7.1,8000
Eric Bugbee,7.1,197
Hans Canosa,7.1,0
Alex Proyas,7.1,0
Henry Hathaway,7.1,1000
John Badham,7.1,0
Sarah Smith,7.1,0
Martin Brest,7.1,10000
Pete Travis,7.1,46000
Brian De Palma,7.1,0
Chris Weitz,7.1,0
Jim Sheridan,7.1,10000
Sidney Lumet,7.1,0
Douglas McGrath,7.1,0
Stephen Frears,7.1,0
Ralph Nelson,7.1,785
John Maybury,7.1,0
Josh Trank,7.1,32000
George Clooney,7.1,3000
,7.1,954.0
Michael Curtiz,7.1,204
Bille August,7.1,0
Jay Chandrasekhar,7.1,0
Michael Radford,7.1,0
Judd Apatow,7.1,0
Sanjay Rawal,7.1,489
Neil Jordan,7.1,0
David LaChapelle,7.1,903
Ron Clements,7.1,5000
Catherine Hardwicke,7.1,5000
Barry Levinson,7.1,12000
Molly Bernstein,7.1,590
Jean-Marc Vallée,7.1,38000
Brian Baugh,7.1,0
Ron Clements,7.1,0
Steven Soderbergh,7.1,944
Tung-Shing Yee,7.1,821
Kevin Lima,7.1,0
Bryan Singer,7.1,0
Steven Spielberg,7.1,11000
Lewis Gilbert,7.1,0
Tommy Oliver,7.1,181
Mel Gibson,7.1,13000
David Slade,7.1,12000
Genndy Tartakovsky,7.1,28000
Jim Sheridan,7.1,10000
Dan Fogelman,7.1,0
Lajos Koltai,7.1,607
Gus Van Sant,7.1,0
Danny Leiner,7.1,0
James Bobin,7.1,26000
Stephen Norrington,7.1,0
Martin Koolhoven,7.1,0
Justin Kerrigan,7.1,0
Prachya Pinkaew,7.1,0
Steven Shainberg,7.1,15000
Jake Schreier,7.1,13000
Cameron Crowe,7.1,22000
Aaron Schneider,7.1,0
Brian Helgeland,7.1,0
Jean-Paul Rappeneau,7.1,262
Kevin Macdonald,7.1,0
Mike Newell,7.1,0
Peter Landesman,7.1,23000
Don Bluth,7.1,0
Jill Sprecher,7.1,430
Walter Lang,7.1,501
James Ponsoldt,7.1,10000
Victor Nunez,7.1,381
Brian De Palma,7.1,0
Marc Forster,7.1,0
J.C. Chandor,7.1,21000
John Sayles,7.1,196
Richard Kwietniowski,7.1,61
Paul Thomas Anderson,7.1,27000
Robert Schwentke,7.1,32000
Spencer Susser,7.1,19000
Reed Cowan,7.1,0
Lars von Trier,7.1,50000
Lisa Cholodenko,7.1,16000
Francis Ford Coppola,7.1,0
Brian Klugman,7.1,21000
Randall Miller,7.1,16
Leos Carax,7.1,12000
Robert Schwentke,7.1,13000
George Tillman Jr.,7.1,23000
Nicole Holofcener,7.1,12000
Joel Edgerton,7.1,15000
George Nolfi,7.1,36000
Justin Chadwick,7.1,13000
John Hamburg,7.1,0
Pete Travis,7.1,46000
Wes Anderson,7.1,0
Julian Jarrold,7.1,0
Blake Edwards,7.1,620
Clint Eastwood,7.1,0
François Ozon,7.1,0
J.J. Abrams,7.1,37000
David Frankel,7.1,11000
Richard Eyre,7.1,0
David O. Russell,7.1,3000
Phil Lord,7.1,24000
Peter Ho-Sun Chan,7.1,0
Will Gluck,7.1,19000
Shekar,7.1,2
Jeremy Sims,7.1,0
Vincente Minnelli,7.1,359
Stephen Hopkins,7.1,0
Terence Davies,7.1,345
Jeremy Saulnier,7.1,10000
,7.1,0.0
Mark Neveldine,7.0,0
Wajahat Rauf,7.0,259
Jon Shear,7.0,72
Nick Cassavetes,7.0,0
Jane Campion,7.0,0
Rawson Marshall Thurber,7.0,35000
Greg Mottola,7.0,42000
Christopher McQuarrie,7.0,38000
George Sidney,7.0,456
Tim Burton,7.0,25000
Jamin Winans,7.0,11000
Lasse Hallström,7.0,0
Joon-ho Bong,7.0,7000
Bill Plympton,7.0,178
Ben Stiller,7.0,0
Franklin J. Schaffner,7.0,0
Jon Poll,7.0,0
Paul McGuigan,7.0,0
Carlos Saldanha,7.0,0
Fred Schepisi,7.0,305
Peter Webber,7.0,0
Alex van Warmerdam,7.0,121
Darnell Martin,7.0,0
Nicolas Winding Refn,7.0,0
Atom Egoyan,7.0,284
Phil Lord,7.0,0
,7.0,0.0
Victor Fleming,7.0,116
,7.0,265.0
Chris Noonan,7.0,0
Mars Callahan,7.0,872
Andrew Steggall,7.0,75
,7.0,0.0
Paul Weitz,7.0,0
Kelly Asbury,7.0,4000
Robert Redford,7.0,0
William Dear,7.0,0
Tim Burton,7.0,0
Lone Scherfig,7.0,49000
Brian Helgeland,7.0,43000
Michael Mann,7.0,0
David Schwimmer,7.0,10000
Juan Carlos Fresnadillo,7.0,0
Erik Canuel,7.0,758
Seth MacFarlane,7.0,74000
Jay Russell,7.0,0
Greg Berlanti,7.0,671
Zack Snyder,7.0,16000
Jay Roach,7.0,0
Pan Nalin,7.0,126
Martin Scorsese,7.0,0
Finn Taylor,7.0,166
William Gazecki,7.0,32
Stephen Gaghan,7.0,0
Henry Jaglom,7.0,91
Ethan Coen,7.0,10000
Arie Posin,7.0,1000
Vincent Ward,7.0,32000
David Koepp,7.0,0
Chris Columbus,7.0,3000
Ridley Scott,7.0,97000
Kenneth Branagh,7.0,56000
Claudia Sainte-Luce,7.0,407
Colin Trevorrow,7.0,31000
Josef Rusnak,7.0,0
Stephen Gaghan,7.0,0
Danny Boyle,7.0,23000
Jerry Zucker,7.0,0
Joseph Kosinski,7.0,71000
Guy Maddin,7.0,131
Roger Nygard,7.0,672
Jean-Marie Poiré,7.0,0
Terry Gilliam,7.0,0
Craig Gillespie,7.0,10000
Guillermo del Toro,7.0,3000
Wayne Kramer,7.0,762
Jaume Collet-Serra,7.0,24000
Craig Brewer,7.0,0
Patricia Cardoso,7.0,595
Kenneth Branagh,7.0,56000
Clive Barker,7.0,0
Joon-ho Bong,7.0,58000
Len Wiseman,7.0,0
Carl Franklin,7.0,592
Angelo Pizzo,7.0,0
Neil Burger,7.0,702
David Duchovny,7.0,857
Roger Michell,7.0,11000
Jaume Collet-Serra,7.0,20000
Matt Reeves,7.0,0
Peter Lord,7.0,0
Jake Scott,7.0,0
Gnana Rajasekaran,7.0,58
Marc Forster,7.0,129000
Guillermo del Toro,7.0,83000
Joseph L. Mankiewicz,7.0,0
George Sidney,7.0,438
Rob Bowman,7.0,0
Paul McGuigan,7.0,0
Paul Andrew Williams,7.0,933
Tony Scott,7.0,0
Dennis Dugan,7.0,0
Roger Donaldson,7.0,1000
Richard Lester,7.0,805
John Lee Hancock,7.0,0
Michael Crichton,7.0,643
Rodrigo Cortés,7.0,24000
Martin Scorsese,7.0,0
Carlos Saldanha,7.0,19000
F. Gary Gray,7.0,0
Vic Sarin,7.0,746
Larry Clark,7.0,0
Richard Donner,7.0,0
Emilio Estevez,7.0,0
,7.0,124.0
Alex Kendrick,7.0,10000
Yimou Zhang,7.0,0
Shane Carruth,7.0,19000
Richard Donner,7.0,11000
Edgar Wright,7.0,49000
Marc Webb,7.0,56000
Tim Burton,7.0,20000
Colin Trevorrow,7.0,150000
Jack Smight,7.0,470
Jim Hanon,7.0,1000
Bob Fosse,7.0,548
Henry King,7.0,60
David Ayer,7.0,0
Simon Curtis,7.0,17000
Brenda Chapman,7.0,0
Louis Leterrier,7.0,0
J.C. Chandor,7.0,0
Eric Eason,7.0,61
Marc Abraham,7.0,0
Todd Haynes,7.0,0
Penelope Spheeris,7.0,0
Stephen Hillenburg,7.0,0
Jon Favreau,7.0,18000
Drew Goddard,7.0,66000
Larry Clark,7.0,0
Kenneth Branagh,7.0,63000
Robert Stromberg,7.0,89000
Terence Young,7.0,0
Ed Harris,7.0,0
Michael Cuesta,7.0,13000
John Cameron Mitchell,7.0,0
Chris Butler,7.0,12000
Michael Hoffman,7.0,0
Andy Tennant,7.0,0
David Gordon Green,7.0,0
Ethan Coen,7.0,0
Jake Kasdan,7.0,507
Nora Ephron,7.0,13000
Scott Cooper,7.0,44000
Rod Lurie,7.0,1000
Ben Younger,7.0,0
Judd Apatow,7.0,0
Steven Soderbergh,7.0,0
Alison Maclean,7.0,500
Burr Steers,7.0,838
George Miller,7.0,10000
Todd Haynes,7.0,0
Charles Ferguson,7.0,121
Mike Cahill,7.0,21000
Danny Boyle,7.0,23000
Ken Roht,7.0,65
Jean-Jacques Annaud,7.0,0
Larry Blamire,7.0,0
Curtis Hanson,7.0,0
Robert Townsend,7.0,471
Jonathan Levine,7.0,0
Ted Post,7.0,0
Jay Roach,7.0,0
David Hewlett,7.0,377
David Hewlett,7.0,377
Mark Waters,7.0,0
André Øvredal,7.0,38000
Ron Howard,7.0,27000
Jay Levey,7.0,0
Mark Herman,7.0,915
Dena Seidel,7.0,215
Nicholaus Goossen,7.0,0
Christopher McQuarrie,7.0,38000
Luca Guadagnino,7.0,0
Franco Zeffirelli,6.9,970
John Milius,6.9,0
Bibo Bergeron,6.9,0
Matt Maiellaro,6.9,307
Paul Greengrass,6.9,0
Jon M. Chu,6.9,15000
Gregor Jordan,6.9,664
Justin Molotnikov,6.9,33
Drew Barrymore,6.9,10000
Claude Miller,6.9,26
Jon Turteltaub,6.9,0
Jaume Collet-Serra,6.9,29000
Francis Lawrence,6.9,33000
Oliver Parker,6.9,0
Garry Marshall,6.9,11000
Russell Holt,6.9,31
Nicholas Hytner,6.9,0
Adrian Lyne,6.9,3000
Dagur Kári,6.9,0
Richard Shepard,6.9,0
Michael Bay,6.9,0
Brian Helgeland,6.9,0
Phillip Noyce,6.9,0
Brian Dannelly,6.9,0
Ronan Chapalain,6.9,89
Byron Howard,6.9,0
J.J. Abrams,6.9,0
Kevin Smith,6.9,0
Kevin Reynolds,6.9,0
Jason Reitman,6.9,0
Rob Minkoff,6.9,11000
Eric Darnell,6.9,17000
Sherman Alexie,6.9,96
Neill Blomkamp,6.9,67000
King Vidor,6.9,403
Chuck Russell,6.9,0
David Ayer,6.9,80000
D.J. Caruso,6.9,0
Christine Jeffs,6.9,0
Andrew Adamson,6.9,0
Katsuhiro Ôtomo,6.9,973
John Milius,6.9,0
John Sayles,6.9,160
Andrew Bujalski,6.9,91
Jean-Paul Rappeneau,6.9,235
Rian Johnson,6.9,0
Alex Kendrick,6.9,725
John Madden,6.9,0
Olivier Assayas,6.9,171
David F. Sandberg,6.9,0
Robert Rodriguez,6.9,0
Zack Snyder,6.9,197000
Teddy Chan,6.9,765
Rick Famuyiwa,6.9,990
Joe Johnston,6.9,46000
Tony Scott,6.9,19000
Bobby Farrelly,6.9,3000
D.J. Caruso,6.9,0
Spike Lee,6.9,0
Jon Turteltaub,6.9,0
Gary Trousdale,6.9,0
James Mangold,6.9,2000
Rob Zombie,6.9,0
Michael Bay,6.9,0
David Gordon Green,6.9,11000
Patricia Riggen,6.9,0
Dave McKean,6.9,0
Gina Prince-Bythewood,6.9,0
Fernando Baez Mella,6.9,126
Jared Hess,6.9,0
Lucio Fulci,6.9,2000
Jason Naumann,6.9,0
Stephen Frears,6.9,0
Richard E. Grant,6.9,311
Paul Fierlinger,6.9,675
Stephen Daldry,6.9,39000
Cédric Klapisch,6.9,166
Bonnie Hunt,6.9,0
Zal Batmanglij,6.9,12000
Nicole Holofcener,6.9,169
Clint Eastwood,6.9,16000
Joel Schumacher,6.9,0
George Tillman Jr.,6.9,508
Lori Silverbush,6.9,122
Jaume Collet-Serra,6.9,29000
Stuart Hazeldine,6.9,14000
Chris Columbus,6.9,0
Mark Steven Johnson,6.9,0
Barry Sonnenfeld,6.9,0
Ayan Mukerji,6.9,0
Phil Joanou,6.9,0
David Gordon Green,6.9,571
Alex Cox,6.9,0
Rod Lurie,6.9,0
Michael Schultz,6.9,0
E. Elias Merhige,6.9,0
Richard Donner,6.9,892
Cameron Crowe,6.9,0
Adam McKay,6.9,0
John Singleton,6.9,0
Scott Hicks,6.9,0
Bobcat Goldthwait,6.9,0
Jaco Booyens,6.9,224
Roland Emmerich,6.9,15000
Jonathan Mostow,6.9,0
George A. Romero,6.9,0
Tate Taylor,6.9,11000
Roland Emmerich,6.9,16000
Saul Dibb,6.9,0
Mel Brooks,6.9,0
Michael Tollin,6.9,0
Marielle Heller,6.9,0
David Gordon Green,6.9,415
Mel Brooks,6.9,0
Albert Hughes,6.9,20000
Michael Caton-Jones,6.9,0
Regardt van den Bergh,6.9,0
James Gray,6.9,0
Frank Darabont,6.9,0
Ivan Reitman,6.9,0
Roger Kumble,6.9,0
Frank Oz,6.9,0
